CASE_ID;SORTING;EVENTTIME;ACTIVITY_EN;Automation
1252;9963;31/01/2018 00:44;Start baking pizza;A
1252;9964;31/01/2018 00:50;Baking pizza ready;A
1252;9965;31/01/2018 00:54;Plan route;A
1252;9966;31/01/2018 00:59;Departure pizza;A
1252;9967;31/01/2018 01:07;Pizza arrives at customer;B
1252;9968;31/01/2018 01:46;Payment customer;A
1253;9969;06/06/2018 11:30;Start order website;A
1253;9970;06/06/2018 11:42;Approve order website;A
1253;9971;06/06/2018 11:43;Receive order website;A
1253;9972;06/06/2018 11:45;Start baking pizza;A
1253;9973;06/06/2018 11:45;Start preparing pizza;A
1253;9974;06/06/2018 11:48;Start preparing pizza;A
1253;9975;06/06/2018 11:48;Start baking pizza;A
1253;9976;06/06/2018 11:59;Baking pizza ready;A
1253;9977;06/06/2018 11:59;Plan route;A
1253;9978;06/06/2018 12:04;Departure pizza;B
1253;9979;06/06/2018 12:05;Pizza arrives at customer;A
1253;9980;06/06/2018 12:16;Payment customer;A
1254;9981;19/07/2018 01:31;Order by phone;A
1254;9982;19/07/2018 01:34;Start preparing pizza;A
1254;9983;19/07/2018 01:38;Start baking pizza;A
1254;9984;19/07/2018 01:49;Baking pizza ready;A
1254;9985;19/07/2018 01:50;Plan route;A
1254;9986;19/07/2018 01:50;Departure pizza;B
1254;9987;19/07/2018 01:57;Pizza arrives at customer;B
1254;9988;19/07/2018 02:02;Payment customer;B
1255;9989;30/04/2018 07:20;Order by phone;B
1255;9990;30/04/2018 07:23;Start preparing pizza;A
1255;9991;30/04/2018 07:30;Start baking pizza;A
1255;9992;30/04/2018 07:31;Baking pizza ready;A
1255;9993;30/04/2018 07:34;Start preparing pizza;B
1255;9994;30/04/2018 07:38;Start baking pizza;A
1255;9995;30/04/2018 07:47;Baking pizza ready;A
1255;9996;30/04/2018 07:50;Plan route;A
1255;9997;30/04/2018 07:51;Departure pizza;A
1255;9998;30/04/2018 07:52;Pizza arrives at customer;A
1255;9999;30/04/2018 07:58;Payment customer;B
1257;10000;05/06/2018 09:30;Order by phone;A
1257;10001;05/06/2018 09:32;Start preparing pizza;A
1257;10002;05/06/2018 09:37;Start baking pizza;A
1257;10003;05/06/2018 09:46;Baking pizza ready;A
1257;10004;05/06/2018 09:47;Plan route;B
1257;10005;05/06/2018 09:48;Departure pizza;A
1257;10006;05/06/2018 09:53;Pizza arrives at customer;A
1257;10007;05/06/2018 10:05;Payment customer;A
1258;10008;12/02/2018 13:48;Order by phone;A
1258;10009;12/02/2018 13:50;Start preparing pizza;A
1258;10010;12/02/2018 13:55;Start baking pizza;A
1258;10011;12/02/2018 14:14;Baking pizza ready;A
1258;10012;12/02/2018 14:15;Start preparing pizza;A
1258;10013;12/02/2018 14:19;Start baking pizza;A
1258;10014;12/02/2018 14:26;Baking pizza ready;A
1258;10015;12/02/2018 14:29;Plan route;A
1258;10016;12/02/2018 14:29;Departure pizza;B
1258;10017;12/02/2018 14:37;Pizza arrives at customer;A
1258;10018;12/02/2018 14:57;Payment customer;A
1259;10019;26/03/2018 02:53;Start order website;A
1259;10020;26/03/2018 02:53;Approve order website;A
1259;10021;26/03/2018 02:54;Receive order website;A
1259;10022;26/03/2018 02:54;Call Customer;A
1259;10023;26/03/2018 02:54;Start preparing pizza;B
1259;10024;26/03/2018 02:58;Start baking pizza;B
1259;10025;26/03/2018 03:04;Baking pizza ready;A
1259;10026;26/03/2018 03:08;Plan route;A
1259;10027;26/03/2018 03:12;Departure pizza;A
1259;10028;26/03/2018 03:16;Pizza arrives at customer;A
1259;10029;26/03/2018 03:18;Payment customer;A
1260;10030;26/01/2018 14:08;Order at the counter (shop);A
1260;10031;26/01/2018 14:10;Start baking pizza;A
1260;10032;26/01/2018 14:10;Start preparing pizza;B
1260;10033;26/01/2018 14:19;Baking pizza ready;B
1260;10034;26/01/2018 14:20;Payment customer;A
1261;10035;05/03/2018 20:30;Order by phone;A
1261;10036;05/03/2018 20:33;Start preparing pizza;A
1261;10037;05/03/2018 20:34;Start baking pizza;A
1261;10038;05/03/2018 20:38;Baking pizza ready;B
1261;10039;05/03/2018 20:40;Start preparing pizza;A
1261;10040;05/03/2018 20:42;Start baking pizza;A
1261;10041;05/03/2018 20:54;Baking pizza ready;A
1261;10042;05/03/2018 20:58;Plan route;A
1261;10043;05/03/2018 21:02;Departure pizza;B
1261;10044;05/03/2018 21:04;Pizza arrives at customer;A
1261;10045;05/03/2018 21:08;Payment customer;A
1262;10046;01/07/2018 18:16;Order by phone;A
1262;10047;01/07/2018 18:19;Start preparing pizza;A
1262;10048;01/07/2018 18:19;Start baking pizza;A
1262;10049;01/07/2018 18:25;Baking pizza ready;A
1262;10050;01/07/2018 18:28;Plan route;A
1262;10051;01/07/2018 18:29;Departure pizza;A
1262;10052;01/07/2018 18:30;Pizza arrives at customer;A
1262;10053;01/07/2018 18:55;Payment customer;B
1263;10054;29/06/2018 12:55;Order by phone;A
1263;10055;29/06/2018 12:58;Start preparing pizza;A
1263;10056;29/06/2018 13:05;Call Customer;A
1263;10057;29/06/2018 13:12;Start preparing pizza;A
1263;10058;29/06/2018 13:13;Start baking pizza;A
1263;10059;29/06/2018 13:14;Baking pizza ready;A
1263;10060;29/06/2018 13:15;Plan route;B
1263;10061;29/06/2018 13:20;Departure pizza;A
1263;10062;29/06/2018 13:25;Pizza arrives at customer;A
1263;10063;29/06/2018 13:33;Payment customer;A
1265;10064;19/05/2018 15:38;Order by phone;A
1265;10065;19/05/2018 15:40;Start preparing pizza;A
1265;10066;19/05/2018 15:49;Call Customer;A
1265;10067;19/05/2018 15:55;Start preparing pizza;A
1265;10068;19/05/2018 16:02;Start baking pizza;A
1265;10069;19/05/2018 16:11;Baking pizza ready;A
1265;10070;19/05/2018 16:14;Plan route;B
1265;10071;19/05/2018 16:16;Departure pizza;A
1265;10072;19/05/2018 16:22;Pizza arrives at customer;B
1265;10073;19/05/2018 16:52;Payment customer;A
1266;10074;03/03/2018 20:39;Order by phone;A
1266;10075;03/03/2018 20:40;Start preparing pizza;B
1266;10076;03/03/2018 20:44;Start baking pizza;A
1266;10077;03/03/2018 20:50;Baking pizza ready;B
1266;10078;03/03/2018 20:55;Start preparing pizza;A
1266;10079;03/03/2018 21:00;Start baking pizza;A
1266;10080;03/03/2018 21:07;Baking pizza ready;A
1266;10081;03/03/2018 21:10;Plan route;A
1266;10082;03/03/2018 21:15;Departure pizza;B
1266;10083;03/03/2018 21:22;Pizza arrives at customer;A
1266;10084;03/03/2018 21:47;Payment customer;B
1267;10085;06/03/2018 16:15;Start order website;A
1267;10086;06/03/2018 16:24;Approve order website;A
1267;10087;06/03/2018 16:25;Receive order website;A
1267;10088;06/03/2018 16:34;Start preparing pizza;A
1267;10089;06/03/2018 16:40;Start baking pizza;B
1267;10090;06/03/2018 16:51;Start preparing pizza;A
1267;10091;06/03/2018 16:53;Start baking pizza;A
1267;10092;06/03/2018 16:54;Baking pizza ready;A
1267;10093;06/03/2018 16:58;Plan route;A
1267;10094;06/03/2018 17:02;Departure pizza;A
1267;10095;06/03/2018 17:03;Pizza arrives at customer;A
1267;10096;06/03/2018 17:27;Payment customer;A
1268;10097;06/04/2018 23:14;Order by phone;A
1268;10098;06/04/2018 23:16;Start preparing pizza;A
1268;10099;06/04/2018 23:20;Call Customer;A
1268;10100;06/04/2018 23:27;Start preparing pizza;A
1268;10101;06/04/2018 23:27;Start baking pizza;A
1268;10102;06/04/2018 23:30;Baking pizza ready;B
1268;10103;06/04/2018 23:35;Plan route;B
1268;10104;06/04/2018 23:38;Departure pizza;B
1268;10105;06/04/2018 23:41;Payment customer;A
1268;10106;06/04/2018 23:41;Pizza arrives at customer;B
1269;10107;01/09/2018 14:26;Order by phone;A
1269;10108;01/09/2018 14:28;Start preparing pizza;A
1269;10109;01/09/2018 14:29;Start baking pizza;A
1269;10110;01/09/2018 14:30;Plan route;A
1269;10111;01/09/2018 14:30;Baking pizza ready;A
1269;10112;01/09/2018 14:32;Departure pizza;B
1269;10113;01/09/2018 14:37;Pizza arrives at customer;B
1269;10114;01/09/2018 15:09;Payment customer;A
1270;10115;09/04/2018 08:50;Start order website;A
1270;10116;09/04/2018 08:53;Receive order website;A
1270;10117;09/04/2018 08:53;Approve order website;A
1270;10118;09/04/2018 08:57;Call Customer;B
1270;10119;09/04/2018 08:59;Start preparing pizza;A
1270;10120;09/04/2018 09:02;Departure pizza;B
1270;10121;09/04/2018 09:02;Start baking pizza;A
1270;10122;09/04/2018 09:02;Baking pizza ready;B
1270;10123;09/04/2018 09:02;Plan route;A
1270;10124;09/04/2018 09:07;Pizza arrives at customer;A
1270;10125;09/04/2018 09:17;Payment customer;A
1271;10126;05/08/2018 01:06;Order by phone;A
1271;10127;05/08/2018 01:09;Start preparing pizza;A
1271;10128;05/08/2018 01:14;Start baking pizza;A
1271;10129;05/08/2018 01:20;Baking pizza ready;B
1271;10130;05/08/2018 01:23;Plan route;A
1271;10131;05/08/2018 01:27;Departure pizza;A
1271;10132;05/08/2018 01:35;Pizza arrives at customer;A
1271;10133;05/08/2018 01:55;Payment customer;B
1272;10134;04/06/2018 11:18;Order by phone;B
1272;10135;04/06/2018 11:21;Start preparing pizza;A
1272;10136;04/06/2018 11:25;Start baking pizza;B
1272;10137;04/06/2018 11:37;Baking pizza ready;A
1272;10138;04/06/2018 11:41;Plan route;A
1272;10139;04/06/2018 11:44;Departure pizza;A
1272;10140;04/06/2018 11:44;Pizza arrives at customer;A
1272;10141;04/06/2018 12:15;Payment customer;A
1273;10142;09/05/2018 14:40;Start order website;A
1273;10143;09/05/2018 14:41;Approve order website;A
1273;10144;09/05/2018 14:42;Receive order website;A
1273;10145;09/05/2018 14:47;Start preparing pizza;A
1273;10146;09/05/2018 14:52;Start baking pizza;A
1273;10147;09/05/2018 15:02;Start preparing pizza;A
1273;10148;09/05/2018 15:03;Start baking pizza;A
1273;10149;09/05/2018 15:06;Baking pizza ready;A
1273;10150;09/05/2018 15:06;Plan route;A
1273;10151;09/05/2018 15:11;Departure pizza;A
1273;10152;09/05/2018 15:16;Pizza arrives at customer;B
1273;10153;09/05/2018 15:27;Payment customer;B
1274;10154;09/06/2018 22:51;Order by phone;B
1274;10155;09/06/2018 22:54;Start preparing pizza;A
1274;10156;09/06/2018 23:02;Call Customer;A
1274;10157;09/06/2018 23:08;Start preparing pizza;A
1274;10158;09/06/2018 23:09;Start baking pizza;B
1274;10159;09/06/2018 23:22;Baking pizza ready;A
1274;10160;09/06/2018 23:26;Plan route;A
1274;10161;09/06/2018 23:31;Departure pizza;B
1274;10162;09/06/2018 23:40;Pizza arrives at customer;A
1274;10163;09/06/2018 23:45;Payment customer;A
1275;10164;03/05/2018 06:58;Order by phone;A
1275;10165;03/05/2018 07:00;Start preparing pizza;A
1275;10166;03/05/2018 07:00;Start baking pizza;A
1275;10167;03/05/2018 07:05;Baking pizza ready;A
1275;10168;03/05/2018 07:13;Start preparing pizza;B
1275;10169;03/05/2018 07:20;Start baking pizza;B
1275;10170;03/05/2018 07:30;Baking pizza ready;A
1275;10171;03/05/2018 07:37;Plan route;B
1275;10172;03/05/2018 07:37;Departure pizza;A
1275;10173;03/05/2018 07:38;Pizza arrives at customer;B
1275;10174;03/05/2018 07:51;Payment customer;A
1276;10175;01/07/2018 09:23;Order by phone;A
1276;10176;01/07/2018 09:26;Start preparing pizza;A
1276;10177;01/07/2018 09:31;Start baking pizza;A
1276;10178;01/07/2018 09:35;Baking pizza ready;A
1276;10179;01/07/2018 09:36;Plan route;A
1276;10180;01/07/2018 09:41;Departure pizza;A
1276;10181;01/07/2018 09:41;Pizza arrives at customer;B
1276;10182;01/07/2018 09:46;Payment customer;A
1277;10183;28/03/2018 17:47;Start preparing pizza;B
1277;10184;28/03/2018 17:47;Order at the counter (shop);A
1277;10185;28/03/2018 17:53;Start baking pizza;A
1277;10186;28/03/2018 18:00;Baking pizza ready;A
1277;10187;28/03/2018 18:01;Payment customer;A
1278;10188;28/02/2018 12:02;Order by phone;A
1278;10189;28/02/2018 12:05;Start preparing pizza;A
1278;10190;28/02/2018 12:07;Start baking pizza;A
1278;10191;28/02/2018 12:15;Baking pizza ready;A
1278;10192;28/02/2018 12:19;Plan route;A
1278;10193;28/02/2018 12:24;Departure pizza;A
1278;10194;28/02/2018 12:26;Pizza arrives at customer;A
1278;10195;28/02/2018 12:36;Payment customer;A
1279;10196;14/06/2018 05:47;Order at the counter (shop);A
1279;10197;14/06/2018 05:50;Start preparing pizza;B
1279;10198;14/06/2018 05:53;Start baking pizza;B
1279;10199;14/06/2018 05:57;Baking pizza ready;A
1279;10200;14/06/2018 05:58;Payment customer;A
1281;10201;19/04/2018 09:35;Order by phone;A
1281;10202;19/04/2018 09:38;Start preparing pizza;A
1281;10203;19/04/2018 09:38;Call Customer;A
1281;10204;19/04/2018 09:43;Start preparing pizza;A
1281;10205;19/04/2018 09:45;Start baking pizza;A
1281;10206;19/04/2018 09:56;Baking pizza ready;A
1281;10207;19/04/2018 09:57;Plan route;B
1281;10208;19/04/2018 10:02;Departure pizza;A
1281;10209;19/04/2018 10:03;Pizza arrives at customer;A
1281;10210;19/04/2018 10:07;Payment customer;B
1282;10211;04/07/2018 01:10;Order by phone;A
1282;10212;04/07/2018 01:12;Start preparing pizza;B
1282;10213;04/07/2018 01:14;Start baking pizza;A
1282;10214;04/07/2018 01:21;Baking pizza ready;A
1282;10215;04/07/2018 01:23;Plan route;A
1282;10216;04/07/2018 01:26;Departure pizza;B
1282;10217;04/07/2018 01:35;Pizza arrives at customer;A
1282;10218;04/07/2018 02:08;Payment customer;A
1283;10219;08/03/2018 18:19;Start order website;A
1283;10220;08/03/2018 18:26;Approve order website;B
1283;10221;08/03/2018 18:27;Receive order website;A
1283;10222;08/03/2018 18:28;Call Customer;B
1283;10223;08/03/2018 18:30;Start preparing pizza;A
1283;10224;08/03/2018 18:32;Start baking pizza;A
1283;10225;08/03/2018 18:43;Baking pizza ready;A
1283;10226;08/03/2018 18:44;Plan route;A
1283;10227;08/03/2018 18:45;Pizza arrives at customer;A
1283;10228;08/03/2018 18:45;Departure pizza;A
1283;10229;08/03/2018 18:59;Payment customer;A
1284;10230;03/05/2018 04:11;Order at the counter (shop);A
1284;10231;03/05/2018 04:11;Start preparing pizza;A
1284;10232;03/05/2018 04:13;Start baking pizza;A
1284;10233;03/05/2018 04:15;Baking pizza ready;B
1284;10234;03/05/2018 04:15;Payment customer;A
1286;10235;14/02/2018 12:02;Start order website;B
1286;10236;14/02/2018 12:05;Approve order website;A
1286;10237;14/02/2018 12:06;Receive order website;A
1286;10238;14/02/2018 12:13;Start preparing pizza;A
1286;10239;14/02/2018 12:17;Start preparing pizza;B
1286;10240;14/02/2018 12:17;Start baking pizza;A
1286;10241;14/02/2018 12:19;Start baking pizza;A
1286;10242;14/02/2018 12:28;Baking pizza ready;B
1286;10243;14/02/2018 12:31;Plan route;A
1286;10244;14/02/2018 12:34;Departure pizza;A
1286;10245;14/02/2018 12:43;Pizza arrives at customer;A
1286;10246;14/02/2018 13:16;Payment customer;A
1287;10247;05/02/2018 03:51;Start order website;A
1287;10248;05/02/2018 03:59;Approve order website;A
1287;10249;05/02/2018 03:59;Receive order website;A
1287;10250;05/02/2018 04:02;Start preparing pizza;A
1287;10251;05/02/2018 04:09;Start baking pizza;A
1287;10252;05/02/2018 04:13;Start preparing pizza;A
1287;10253;05/02/2018 04:14;Baking pizza ready;A
1287;10254;05/02/2018 04:14;Start baking pizza;A
1287;10255;05/02/2018 04:14;Plan route;A
1287;10256;05/02/2018 04:18;Departure pizza;A
1287;10257;05/02/2018 04:22;Pizza arrives at customer;B
1287;10258;05/02/2018 04:38;Payment customer;A
1288;10259;15/01/2018 21:26;Order at the counter (shop);A
1288;10260;15/01/2018 21:26;Start preparing pizza;A
1288;10261;15/01/2018 21:29;Start baking pizza;B
1288;10262;15/01/2018 21:34;Payment customer;A
1288;10263;15/01/2018 21:34;Baking pizza ready;A
1289;10264;28/03/2018 15:18;Order at the counter (shop);A
1289;10265;28/03/2018 15:19;Start preparing pizza;A
1289;10266;28/03/2018 15:22;Start baking pizza;A
1289;10267;28/03/2018 15:34;Baking pizza ready;B
1289;10268;28/03/2018 15:35;Payment customer;B
1290;10269;21/03/2018 21:18;Order by phone;A
1290;10270;21/03/2018 21:19;Start preparing pizza;A
1290;10271;21/03/2018 21:21;Start baking pizza;A
1290;10272;21/03/2018 21:34;Baking pizza ready;B
1290;10273;21/03/2018 21:39;Plan route;A
1290;10274;21/03/2018 21:42;Departure pizza;A
1290;10275;21/03/2018 21:46;Pizza arrives at customer;B
1290;10276;21/03/2018 22:08;Payment customer;A
1291;10277;11/04/2018 15:45;Order by phone;A
1291;10278;11/04/2018 15:45;Start preparing pizza;A
1291;10279;11/04/2018 15:48;Baking pizza ready;A
1291;10280;11/04/2018 15:48;Start baking pizza;A
1291;10281;11/04/2018 15:53;Start preparing pizza;B
1291;10282;11/04/2018 15:58;Start baking pizza;A
1291;10283;11/04/2018 16:04;Baking pizza ready;B
1291;10284;11/04/2018 16:11;Plan route;B
1291;10285;11/04/2018 16:13;Departure pizza;A
1291;10286;11/04/2018 16:22;Pizza arrives at customer;A
1291;10287;11/04/2018 16:39;Payment customer;A
1292;10288;03/04/2018 01:32;Start preparing pizza;A
1292;10289;03/04/2018 01:32;Order by phone;A
1292;10290;03/04/2018 01:36;Start baking pizza;A
1292;10291;03/04/2018 01:44;Baking pizza ready;B
1292;10292;03/04/2018 01:45;Plan route;A
1292;10293;03/04/2018 01:50;Departure pizza;A
1292;10294;03/04/2018 01:53;Pizza arrives at customer;B
1292;10295;03/04/2018 02:28;Payment customer;B
1293;10296;08/04/2018 13:24;Start order website;A
1293;10297;08/04/2018 13:36;Approve order website;B
1293;10298;08/04/2018 13:36;Receive order website;A
1293;10299;08/04/2018 13:44;Call Customer;A
1293;10300;08/04/2018 13:48;Start preparing pizza;A
1293;10301;08/04/2018 13:51;Start baking pizza;A
1293;10302;08/04/2018 13:57;Baking pizza ready;B
1293;10303;08/04/2018 13:58;Plan route;A
1293;10304;08/04/2018 14:02;Pizza arrives at customer;A
1293;10305;08/04/2018 14:02;Departure pizza;B
1293;10306;08/04/2018 14:19;Payment customer;A
1294;10307;15/04/2018 06:02;Order by phone;A
1294;10308;15/04/2018 06:03;Start preparing pizza;A
1294;10309;15/04/2018 06:06;Start baking pizza;A
1294;10310;15/04/2018 06:09;Baking pizza ready;B
1294;10311;15/04/2018 06:13;Plan route;B
1294;10312;15/04/2018 06:13;Departure pizza;A
1294;10313;15/04/2018 06:14;Pizza arrives at customer;B
1294;10314;15/04/2018 06:25;Payment customer;A
1295;10315;21/03/2018 19:53;Order at the counter (shop);A
1295;10316;21/03/2018 19:54;Start preparing pizza;B
1295;10317;21/03/2018 19:57;Start baking pizza;A
1295;10318;21/03/2018 20:06;Baking pizza ready;A
1295;10319;21/03/2018 20:07;Payment customer;B
1296;10320;01/06/2018 22:24;Start preparing pizza;A
1296;10321;01/06/2018 22:24;Order by phone;B
1296;10322;01/06/2018 22:27;Start baking pizza;A
1296;10323;01/06/2018 22:43;Baking pizza ready;A
1296;10324;01/06/2018 22:47;Start preparing pizza;B
1296;10325;01/06/2018 22:53;Start baking pizza;A
1296;10326;01/06/2018 23:02;Baking pizza ready;A
1296;10327;01/06/2018 23:04;Plan route;A
1296;10328;01/06/2018 23:09;Departure pizza;A
1296;10329;01/06/2018 23:13;Pizza arrives at customer;A
1296;10330;01/06/2018 23:19;Payment customer;A
1297;10331;15/06/2018 06:18;Order by phone;A
1297;10332;15/06/2018 06:21;Start preparing pizza;A
1297;10333;15/06/2018 06:23;Start baking pizza;B
1297;10334;15/06/2018 06:29;Baking pizza ready;A
1297;10335;15/06/2018 06:32;Plan route;A
1297;10336;15/06/2018 06:37;Departure pizza;A
1297;10337;15/06/2018 06:44;Pizza arrives at customer;B
1297;10338;15/06/2018 07:16;Payment customer;A
1298;10339;02/04/2018 04:49;Order at the counter (shop);A
1298;10340;02/04/2018 04:49;Start preparing pizza;A
1298;10341;02/04/2018 04:54;Start baking pizza;A
1298;10342;02/04/2018 05:04;Payment customer;A
1298;10343;02/04/2018 05:04;Baking pizza ready;A
1299;10344;30/03/2018 03:37;Start preparing pizza;B
1299;10345;30/03/2018 03:37;Order at the counter (shop);A
1299;10346;30/03/2018 03:42;Start baking pizza;A
1299;10347;30/03/2018 03:45;Baking pizza ready;A
1299;10348;30/03/2018 03:46;Payment customer;A
1300;10349;13/07/2018 05:46;Order by phone;A
1300;10350;13/07/2018 05:49;Start preparing pizza;B
1300;10351;13/07/2018 05:51;Start baking pizza;A
1300;10352;13/07/2018 06:10;Baking pizza ready;A
1300;10353;13/07/2018 06:16;Start preparing pizza;A
1300;10354;13/07/2018 06:22;Start baking pizza;A
1300;10355;13/07/2018 06:23;Baking pizza ready;A
1300;10356;13/07/2018 06:30;Plan route;A
1300;10357;13/07/2018 06:34;Departure pizza;A
1300;10358;13/07/2018 06:39;Pizza arrives at customer;A
1300;10359;13/07/2018 07:13;Payment customer;B
1301;10360;24/04/2018 21:31;Order by phone;A
1301;10361;24/04/2018 21:32;Start preparing pizza;A
1301;10362;24/04/2018 21:37;Call Customer;A
1301;10363;24/04/2018 21:38;Start preparing pizza;B
1301;10364;24/04/2018 21:44;Start baking pizza;B
1301;10365;24/04/2018 21:45;Baking pizza ready;A
1301;10366;24/04/2018 21:47;Plan route;B
1301;10367;24/04/2018 21:50;Departure pizza;A
1301;10368;24/04/2018 21:52;Pizza arrives at customer;A
1301;10369;24/04/2018 22:24;Payment customer;A
1302;10370;27/06/2018 12:14;Start order website;A
1302;10371;27/06/2018 12:26;Approve order website;A
1302;10372;27/06/2018 12:26;Receive order website;B
1302;10373;27/06/2018 12:31;Call Customer;A
1302;10374;27/06/2018 12:35;Start preparing pizza;A
1302;10375;27/06/2018 12:39;Start baking pizza;A
1302;10376;27/06/2018 12:44;Baking pizza ready;A
1302;10377;27/06/2018 12:46;Plan route;B
1302;10378;27/06/2018 12:48;Departure pizza;A
1302;10379;27/06/2018 12:54;Pizza arrives at customer;A
1302;10380;27/06/2018 13:02;Payment customer;A
1303;10381;30/07/2018 17:12;Order by phone;A
1303;10382;30/07/2018 17:15;Start preparing pizza;A
1303;10383;30/07/2018 17:19;Start baking pizza;A
1303;10384;30/07/2018 17:28;Baking pizza ready;A
1303;10385;30/07/2018 17:35;Start preparing pizza;A
1303;10386;30/07/2018 17:36;Start baking pizza;A
1303;10387;30/07/2018 17:39;Baking pizza ready;A
1303;10388;30/07/2018 17:43;Departure pizza;A
1303;10389;30/07/2018 17:43;Plan route;A
1303;10390;30/07/2018 17:47;Pizza arrives at customer;B
1303;10391;30/07/2018 17:54;Payment customer;A
1305;10392;05/03/2018 05:48;Order by phone;A
1305;10393;05/03/2018 05:51;Start preparing pizza;A
1305;10394;05/03/2018 05:54;Start baking pizza;A
1305;10395;05/03/2018 06:04;Baking pizza ready;B
1305;10396;05/03/2018 06:06;Plan route;A
1305;10397;05/03/2018 06:08;Departure pizza;A
1305;10398;05/03/2018 06:08;Pizza arrives at customer;A
1305;10399;05/03/2018 06:24;Payment customer;A
1306;10400;14/02/2018 04:54;Start order website;A
1306;10401;14/02/2018 05:00;Approve order website;A
1306;10402;14/02/2018 05:01;Receive order website;A
1306;10403;14/02/2018 05:08;Start preparing pizza;A
1306;10404;14/02/2018 05:14;Start baking pizza;A
1306;10405;14/02/2018 05:15;Start preparing pizza;A
1306;10406;14/02/2018 05:22;Start baking pizza;A
1306;10407;14/02/2018 05:33;Baking pizza ready;A
1306;10408;14/02/2018 05:34;Plan route;B
1306;10409;14/02/2018 05:37;Departure pizza;A
1306;10410;14/02/2018 05:39;Pizza arrives at customer;A
1306;10411;14/02/2018 05:50;Payment customer;A
1307;10412;13/05/2018 02:52;Order by phone;A
1307;10413;13/05/2018 02:55;Start preparing pizza;B
1307;10414;13/05/2018 03:00;Start baking pizza;A
1307;10415;13/05/2018 03:21;Baking pizza ready;B
1307;10416;13/05/2018 03:27;Start preparing pizza;A
1307;10417;13/05/2018 03:32;Start baking pizza;B
1307;10418;13/05/2018 03:40;Baking pizza ready;A
1307;10419;13/05/2018 03:42;Plan route;A
1307;10420;13/05/2018 03:43;Departure pizza;A
1307;10421;13/05/2018 03:45;Pizza arrives at customer;A
1307;10422;13/05/2018 04:23;Payment customer;A
1308;10423;22/03/2018 02:22;Order at the counter (shop);A
1308;10424;22/03/2018 02:23;Start preparing pizza;A
1308;10425;22/03/2018 02:29;Start baking pizza;A
1308;10426;22/03/2018 02:38;Baking pizza ready;A
1308;10427;22/03/2018 02:39;Payment customer;A
1309;10428;24/06/2018 07:02;Start order website;A
1309;10429;24/06/2018 07:03;Receive order website;A
1309;10430;24/06/2018 07:03;Approve order website;A
1309;10431;24/06/2018 07:06;Payment via credit card;A
1309;10432;24/06/2018 07:07;Call Customer;A
1309;10433;24/06/2018 07:08;Start baking pizza;A
1309;10434;24/06/2018 07:08;Start preparing pizza;A
1310;10435;12/05/2018 00:18;Start order website;A
1310;10436;12/05/2018 00:24;Approve order website;A
1310;10437;12/05/2018 00:25;Receive order website;B
1310;10438;12/05/2018 00:29;Payment via credit card;B
1310;10439;12/05/2018 00:30;Start preparing pizza;B
1310;10440;12/05/2018 00:36;Start baking pizza;A
1310;10441;12/05/2018 00:46;Plan route;A
1310;10442;12/05/2018 00:46;Baking pizza ready;A
1310;10443;12/05/2018 00:51;Departure pizza;A
1310;10444;12/05/2018 00:59;Pizza arrives at customer;B
1310;10445;12/05/2018 01:22;Pizza received;B
1311;10446;12/02/2018 13:23;Order by phone;A
1311;10447;12/02/2018 13:24;Start preparing pizza;A
1311;10448;12/02/2018 13:31;Start baking pizza;A
1311;10449;12/02/2018 13:44;Baking pizza ready;B
1311;10450;12/02/2018 13:47;Plan route;A
1311;10451;12/02/2018 13:47;Departure pizza;A
1311;10452;12/02/2018 13:53;Pizza arrives at customer;B
1311;10453;12/02/2018 14:09;Payment customer;A
1312;10454;15/03/2018 16:30;Order at the counter (shop);A
1312;10455;15/03/2018 16:33;Start preparing pizza;A
1312;10456;15/03/2018 16:40;Start baking pizza;A
1312;10457;15/03/2018 16:42;Baking pizza ready;A
1312;10458;15/03/2018 16:42;Payment customer;A
1313;10459;08/05/2018 13:01;Order by phone;B
1313;10460;08/05/2018 13:02;Start preparing pizza;B
1313;10461;08/05/2018 13:03;Start baking pizza;B
1313;10462;08/05/2018 13:03;Baking pizza ready;B
1313;10463;08/05/2018 13:04;Departure pizza;A
1313;10464;08/05/2018 13:04;Plan route;A
1313;10465;08/05/2018 13:08;Pizza arrives at customer;A
1313;10466;08/05/2018 13:13;Payment customer;B
1314;10467;29/04/2018 07:30;Order by phone;A
1314;10468;29/04/2018 07:31;Start preparing pizza;A
1314;10469;29/04/2018 07:39;Call Customer;A
1314;10470;29/04/2018 07:40;Start preparing pizza;B
1314;10471;29/04/2018 07:41;Start baking pizza;B
1314;10472;29/04/2018 07:52;Baking pizza ready;B
1314;10473;29/04/2018 07:56;Plan route;B
1314;10474;29/04/2018 07:59;Departure pizza;B
1314;10475;29/04/2018 08:04;Pizza arrives at customer;B
1314;10476;29/04/2018 08:42;Payment customer;A
1315;10477;09/04/2018 13:55;Order by phone;A
1315;10478;09/04/2018 13:58;Start preparing pizza;A
1315;10479;09/04/2018 14:05;Call Customer;A
1315;10480;09/04/2018 14:11;Start preparing pizza;B
1315;10481;09/04/2018 14:12;Start baking pizza;B
1315;10482;09/04/2018 14:17;Baking pizza ready;A
1315;10483;09/04/2018 14:22;Plan route;A
1315;10484;09/04/2018 14:24;Departure pizza;A
1315;10485;09/04/2018 14:31;Pizza arrives at customer;B
