,SORTING,EVENTTIME,ACTIVITY_EN,Automation,Customer_Location,Costs,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type
10612,1668,22/05/2018 21:44,Start order website,B,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10613,1668,22/05/2018 21:44,Start order website,B,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10614,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10615,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10616,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10617,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10618,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10619,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10620,1669,22/05/2018 21:54,Approve order website,B,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10621,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10622,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10623,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10624,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10625,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10626,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10627,1670,22/05/2018 21:54,Receive order website,A,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10628,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10629,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10630,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10631,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10632,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10633,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10634,1671,22/05/2018 22:03,Call Customer,A,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10635,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10636,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10637,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10638,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10639,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10640,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10641,1672,22/05/2018 22:05,Start preparing pizza,A,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10642,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10643,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10644,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10645,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10646,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10647,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10648,1673,22/05/2018 22:12,Start baking pizza,B,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10649,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10650,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10651,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10652,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10653,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10654,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10655,1674,22/05/2018 22:15,Baking pizza ready,B,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10656,1675,22/05/2018 22:16,Plan route,A,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10657,1675,22/05/2018 22:16,Plan route,A,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10658,1675,22/05/2018 22:16,Plan route,A,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10659,1675,22/05/2018 22:16,Plan route,A,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10660,1675,22/05/2018 22:16,Plan route,A,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10661,1675,22/05/2018 22:16,Plan route,A,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10662,1675,22/05/2018 22:16,Plan route,A,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10663,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10664,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10665,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10666,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10667,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10668,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10669,1676,22/05/2018 22:17,Departure pizza,B,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10670,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10671,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10672,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10673,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10674,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10675,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10676,1677,22/05/2018 22:26,Pizza arrives at customer,A,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10677,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,3.0,5.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District One,Senior
10678,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,10.0,5.0,Chef 1,Monday,19.0,BestOrder Inc.,Munich District One,Teenager
10679,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,51.0,0.0,Chef 1,Wednesday,12.0,Feedera SE,Munich District Three,Student
10680,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,2.0,4.0,Delivery Guy 2,Sunday,20.0,Feedera SE,Munich District One,Student
10681,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,11.0,0.0,Ingredients,Wednesday,18.0,BestOrder Inc.,Munich District Three,Teenager
10682,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,10.0,0.0,Chef 1,Saturday,13.0,Deliveruu Inc.,Munich District One,Adult
10683,1678,22/05/2018 22:26,Payment customer,B,Munich District Two,11.0,3.0,Chef 2,Sunday,18.0,Feedera SE,Munich District One,Student
10684,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10685,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10686,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10687,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10688,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10689,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10690,1679,16/02/2018 12:44,Order by phone,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10691,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10692,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10693,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10694,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10695,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10696,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10697,1680,16/02/2018 12:47,Start preparing pizza,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10698,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10699,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10700,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10701,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10702,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10703,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10704,1681,16/02/2018 12:53,Start baking pizza,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10705,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10706,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10707,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10708,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10709,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10710,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10711,1682,16/02/2018 12:59,Baking pizza ready,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10712,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10713,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10714,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10715,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10716,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10717,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10718,1683,16/02/2018 13:03,Start preparing pizza,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10719,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10720,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10721,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10722,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10723,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10724,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10725,1684,16/02/2018 13:10,Start baking pizza,B,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10726,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10727,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10728,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10729,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10730,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10731,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10732,1685,16/02/2018 13:22,Baking pizza ready,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10733,1686,16/02/2018 13:24,Plan route,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10734,1686,16/02/2018 13:24,Plan route,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10735,1686,16/02/2018 13:24,Plan route,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10736,1686,16/02/2018 13:24,Plan route,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10737,1686,16/02/2018 13:24,Plan route,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10738,1686,16/02/2018 13:24,Plan route,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10739,1686,16/02/2018 13:24,Plan route,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10740,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10741,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10742,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10743,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10744,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10745,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10746,1687,16/02/2018 13:29,Departure pizza,A,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10747,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10748,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10749,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10750,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10751,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10752,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10753,1688,16/02/2018 13:32,Pizza arrives at customer,B,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10754,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,2.0,0.0,Delivery Scooters ,Sunday,14.0,Deliveruu Inc.,Munich District Three,Student
10755,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,8.0,2.0,Ingredients,Saturday,18.0,TownExpress Inc. ,Munich District Four,Adult
10756,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,2.0,4.0,Chef 2,Saturday,14.0,Deliveruu Inc.,Munich District Three,Teenager
10757,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,2.0,5.0,Chef 1,Wednesday,18.0,Feedera SE,Munich District Two,Teenager
10758,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,8.0,1.0,Chef 1,Friday,17.0,TownExpress Inc. ,Munich District One,Student
10759,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,2.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District One,Student
10760,1689,16/02/2018 14:00,Payment customer,B,Munich District Two,11.0,4.0,Delivery Guy 2,Saturday,18.0,TownExpress Inc. ,Munich District One,Student
10761,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,9.0,5.0,Chef 2,Saturday,14.0,BestOrder Inc.,Munich District One,Student
10762,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,2.0,5.0,Chef 1,Friday,12.0,Deliver Now Holding,Munich District Five,Teenager
10763,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,10.0,0.0,Chef 1,Friday,12.0,BestOrder Inc.,Munich District Three,Student
10764,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,8.0,0.0,Chef 1,Saturday,13.0,Feedera SE,Munich District Two,Student
10765,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,3.0,0.0,Delivery Guy 1 ,Sunday,18.0,Deliver Now Holding,Munich District One,Student
10766,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,8.0,4.0,Delivery Guy 2,Saturday,10.0,BestOrder Inc.,Munich District One,Adult
10767,1690,13/08/2018 09:23,Order at the counter (shop),A,Munich District One,17.0,4.0,Chef 1,Friday,12.0,Deliveruu Inc.,Munich District One,Student
10768,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,9.0,5.0,Chef 2,Saturday,14.0,BestOrder Inc.,Munich District One,Student
10769,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,2.0,5.0,Chef 1,Friday,12.0,Deliver Now Holding,Munich District Five,Teenager
10770,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,10.0,0.0,Chef 1,Friday,12.0,BestOrder Inc.,Munich District Three,Student
10771,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,8.0,0.0,Chef 1,Saturday,13.0,Feedera SE,Munich District Two,Student
10772,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,3.0,0.0,Delivery Guy 1 ,Sunday,18.0,Deliver Now Holding,Munich District One,Student
10773,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,8.0,4.0,Delivery Guy 2,Saturday,10.0,BestOrder Inc.,Munich District One,Adult
10774,1691,13/08/2018 09:24,Start preparing pizza,A,Munich District One,17.0,4.0,Chef 1,Friday,12.0,Deliveruu Inc.,Munich District One,Student
10775,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,9.0,5.0,Chef 2,Saturday,14.0,BestOrder Inc.,Munich District One,Student
10776,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,2.0,5.0,Chef 1,Friday,12.0,Deliver Now Holding,Munich District Five,Teenager
10777,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,10.0,0.0,Chef 1,Friday,12.0,BestOrder Inc.,Munich District Three,Student
10778,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,8.0,0.0,Chef 1,Saturday,13.0,Feedera SE,Munich District Two,Student
10779,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,3.0,0.0,Delivery Guy 1 ,Sunday,18.0,Deliver Now Holding,Munich District One,Student
10780,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,8.0,4.0,Delivery Guy 2,Saturday,10.0,BestOrder Inc.,Munich District One,Adult
10781,1692,13/08/2018 09:30,Start baking pizza,B,Munich District One,17.0,4.0,Chef 1,Friday,12.0,Deliveruu Inc.,Munich District One,Student
10782,1693,13/08/2018 09:31,Payment customer,A,Munich District One,9.0,5.0,Chef 2,Saturday,14.0,BestOrder Inc.,Munich District One,Student
10783,1693,13/08/2018 09:31,Payment customer,A,Munich District One,2.0,5.0,Chef 1,Friday,12.0,Deliver Now Holding,Munich District Five,Teenager
10784,1693,13/08/2018 09:31,Payment customer,A,Munich District One,10.0,0.0,Chef 1,Friday,12.0,BestOrder Inc.,Munich District Three,Student
10785,1693,13/08/2018 09:31,Payment customer,A,Munich District One,8.0,0.0,Chef 1,Saturday,13.0,Feedera SE,Munich District Two,Student
10786,1693,13/08/2018 09:31,Payment customer,A,Munich District One,3.0,0.0,Delivery Guy 1 ,Sunday,18.0,Deliver Now Holding,Munich District One,Student
10787,1693,13/08/2018 09:31,Payment customer,A,Munich District One,8.0,4.0,Delivery Guy 2,Saturday,10.0,BestOrder Inc.,Munich District One,Adult
10788,1693,13/08/2018 09:31,Payment customer,A,Munich District One,17.0,4.0,Chef 1,Friday,12.0,Deliveruu Inc.,Munich District One,Student
10789,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,9.0,5.0,Chef 2,Saturday,14.0,BestOrder Inc.,Munich District One,Student
10790,1694,13/08/2018 09:31,Baking pizza ready,B,Munich District One,2.0,5.0,Chef 1,Friday,12.0,Deliver Now Holding,Munich District Five,Teenager
