_CASE_KEY;Variant;Customer_ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
309;3;275;28;5;Speciale;Small;0;Chef 2;Monday;13;BestOrder Inc.;Munich District Two;Student
1977;3;197;36;7;Calzone;Medium;4;Ingredients;Friday;20;BestOrder Inc.;Munich District Four;Student
57;3;283;34;38;Magherita;Medium;1;Phone Bill;Saturday;18;Feedera SE;Munich District Three;Student
1004;3;281;16;32;Funghi;Small;1;Waiter;Saturday;12;Feedera SE;Munich District One;Student
1901;3;129;8;8;Funghi;Small;0;Chef 1;Sunday;12;Deliveruu Inc.;Munich District One;Student
1754;3;222;36;13;Calzone;Large;2;Phone Bill;Sunday;12;Deliveruu Inc.;Munich District Three;Student
1029;3;284;11;3;Magherita;Small;5;Ingredients;Monday;18;BestOrder Inc.;Munich District One;Teenager
1841;3;183;10;8;Magherita;Large;0;Waiter;Tuesday;12;BestOrder Inc.;Munich District Two;Teenager
1787;3;41;55;44;Speciale;Medium;0;Waiter;Sunday;20;Feedera SE;Munich District Two;Student
1663;3;187;10;2;Paprika;Large;1;Chef 1;Saturday;17;BestOrder Inc.;Munich District Three;Teenager
200;3;81;10;5;Paprika;Large;0;Chef 1;Thursday;13;Heropizza Lmtd.;Munich District Four;Senior
789;3;193;36;44;Magherita;Large;1;Waiter;Sunday;18;BestOrder Inc.;Munich District Three;Student
1606;3;41;21;15;Funghi;Medium;0;Ingredients;Wednesday;18;Feedera SE;Munich District One;Student
1801;3;77;11;56;Calzone;Large;2;Chef 1;Sunday;10;Feedera SE;Munich District Two;Student
44;3;272;36;60;Salami;Medium;1;Delivery Scooters ;Wednesday;18;Feedera SE;Munich District Five;Student
831;3;113;11;60;Salami;Small;2;Chef 2;Sunday;16;Deliver Now Holding;Munich District Two;Adult
1393;3;141;5;1;Magherita;Small;2;Chef 2;Sunday;14;BestOrder Inc.;Munich District Five;Student
1629;3;173;10;9;Speciale;Large;1;Ingredients;Sunday;13;TownExpress Inc. ;Munich District Three;Student
1927;3;92;29;11;Salami;Small;1;Delivery Scooters ;Sunday;17;BestOrder Inc.;Munich District One;Student
339;3;27;24;50;Calzone;Small;2;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
472;3;13;47;5;Magherita;Small;2;Delivery Guy 1 ;Thursday;10;BestOrder Inc.;Munich District One;Teenager
88;3;124;11;13;Magherita;Large;4;Chef 2;Sunday;13;BestOrder Inc.;Munich District One;Student
1635;3;295;8;56;Magherita;Small;1;Waiter;Tuesday;14;Feedera SE;Munich District One;Student
1985;3;190;24;16;Calzone;Small;0;Waiter;Friday;18;Feedera SE;Munich District Five;Student
1771;3;283;10;1;Magherita;Small;0;Delivery Guy 1 ;Monday;19;Feedera SE;Munich District Five;Student
947;3;174;11;5;Magherita;Small;0;Chef 1;Sunday;20;Deliver Now Holding;Munich District One;Student
302;3;204;11;10;Magherita;Small;1;Delivery Scooters ;Wednesday;19;Feedera SE;Munich District One;Student
1950;3;211;29;7;Magherita;Medium;1;Waiter;Sunday;14;Deliver Now Holding;Munich District Two;Student
1462;3;265;6;2;Salami;Medium;1;Ingredients;Saturday;20;Orderly SE;Munich District One;Student
121;3;33;9;11;Funghi;Large;1;Phone Bill;Saturday;12;Deliver Now Holding;Munich District Three;Student
1558;3;76;10;10;Funghi;Medium;4;Waiter;Saturday;19;Feedera SE;Munich District One;Adult
783;3;200;29;8;Speciale;Medium;1;Chef 1;Friday;17;TownExpress Inc. ;Munich District One;Student
1802;3;121;29;8;Speciale;Small;4;Delivery Guy 2;Sunday;19;Feedera SE;Munich District One;Teenager
1443;3;8;24;9;Speciale;Large;0;Chef 2;Sunday;12;Feedera SE;Munich District Three;Teenager
1334;3;68;21;16;Magherita;Medium;1;Chef 2;Friday;14;BestOrder Inc.;Munich District One;Student
1668;3;83;36;16;Magherita;Large;0;Ingredients;Sunday;12;BestOrder Inc.;Munich District Two;Teenager
1479;3;260;20;2;Magherita;Medium;1;Chef 2;Sunday;14;BestOrder Inc.;Munich District One;Adult
436;3;279;34;33;Magherita;Small;0;Chef 1;Saturday;19;Feedera SE;Munich District Five;Teenager
828;3;243;9;9;Funghi;Small;0;Delivery Guy 2;Sunday;12;Deliver Now Holding;Munich District One;Student
370;3;171;29;31;Salami;Medium;0;Chef 2;Saturday;18;BestOrder Inc.;Munich District Three;Student
1178;3;148;10;10;Funghi;Small;1;Chef 2;Wednesday;21;Feedera SE;Munich District One;Student
1674;3;62;6;5;Funghi;Medium;0;Waiter;Sunday;19;Feedera SE;Munich District Two;Student
1425;3;26;5;7;Salami;Medium;1;Delivery Guy 1 ;Sunday;18;Heropizza Lmtd.;Munich District Two;Student
420;3;286;10;7;Salami;Small;3;Phone Bill;Friday;17;BestOrder Inc.;Munich District Four;Teenager
1266;3;202;53;9;Magherita;Medium;2;Delivery Scooters ;Saturday;18;BestOrder Inc.;Munich District One;Student
1391;3;258;12;2;Salami;Small;1;Waiter;Sunday;17;Feedera SE;Munich District Two;Student
482;3;180;8;10;Magherita;Large;1;Ingredients;Saturday;20;Heropizza Lmtd.;Munich District Two;Adult
40;3;87;12;7;Salami;Large;1;Chef 2;Saturday;12;Deliver Now Holding;Munich District One;Student
1373;3;28;21;29;Funghi;Small;0;Chef 2;Friday;20;Heropizza Lmtd.;Munich District Two;Teenager
1894;3;181;11;29;Veggie;Small;1;Ingredients;Monday;13;Deliver Now Holding;Munich District Four;Student
399;3;230;5;7;Salami;Small;0;Chef 2;Saturday;13;Deliver Now Holding;Munich District One;Student
1714;3;209;49;2;Salami;Large;2;Chef 1;Friday;12;Deliveruu Inc.;Munich District One;Student
1870;3;135;21;33;Salami;Large;0;Ingredients;Sunday;19;BestOrder Inc.;Munich District Four;Student
1911;3;172;44;5;Calzone;Small;4;Chef 1;Sunday;13;BestOrder Inc.;Munich District Three;Adult
1685;3;141;50;1;Paprika;Small;2;Waiter;Friday;20;Feedera SE;Munich District One;Senior
778;3;32;6;12;Salami;Medium;3;Delivery Guy 2;Saturday;14;BestOrder Inc.;Munich District Two;Teenager
1505;3;278;38;49;Funghi;Large;0;Chef 2;Sunday;13;Deliver Now Holding;Munich District Two;Adult
149;3;30;39;16;Calzone;Large;1;Chef 2;Friday;13;Feedera SE;Munich District Five;Student
169;3;283;11;5;Magherita;Small;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
1892;3;201;29;8;Funghi;Medium;0;Chef 1;Saturday;13;Feedera SE;Munich District Two;Student
93;3;159;51;23;Speciale;Small;2;Ingredients;Tuesday;11;Feedera SE;Munich District Four;Teenager
1939;3;133;6;30;Calzone;Large;1;Phone Bill;Sunday;13;Deliver Now Holding;Munich District One;Teenager
974;3;215;39;11;Salami;Large;1;Delivery Guy 1 ;Sunday;21;Orderly SE;Munich District Three;Adult
1213;3;117;36;29;Funghi;Small;0;Waiter;Sunday;14;Deliver Now Holding;Munich District Four;Student
867;3;155;5;38;Funghi;Large;2;Chef 1;Sunday;13;TownExpress Inc. ;Munich District Two;Student
514;3;222;36;7;Salami;Medium;1;Delivery Scooters ;Saturday;19;Heropizza Lmtd.;Munich District One;Student
859;3;122;11;28;Salami;Large;1;Delivery Scooters ;Friday;21;Heropizza Lmtd.;Munich District Four;Teenager
1205;3;125;4;7;Veggie;Small;0;Delivery Scooters ;Friday;14;Deliver Now Holding;Munich District Two;Student
1060;3;241;30;2;Salami;Small;0;Chef 2;Wednesday;12;Deliver Now Holding;Munich District One;Teenager
1237;3;62;11;16;Magherita;Medium;5;Chef 1;Sunday;18;Deliver Now Holding;Munich District One;Adult
215;3;218;11;29;Speciale;Medium;2;Ingredients;Sunday;17;BestOrder Inc.;Munich District Three;Student
496;3;116;11;7;Salami;Small;2;Delivery Guy 1 ;Sunday;13;TownExpress Inc. ;Munich District Two;Teenager
1223;3;183;36;2;Magherita;Small;1;Phone Bill;Saturday;14;BestOrder Inc.;Munich District Three;Student
1527;3;20;32;10;Funghi;Medium;1;Chef 1;Saturday;18;Deliveruu Inc.;Munich District One;Teenager
1922;3;213;8;10;Magherita;Small;3;Delivery Guy 1 ;Friday;12;Feedera SE;Munich District Two;Student
989;3;4;9;47;Funghi;Small;0;Waiter;Saturday;13;BestOrder Inc.;Munich District Three;Student
652;3;189;5;44;Salami;Large;0;Delivery Guy 1 ;Sunday;19;Feedera SE;Munich District Five;Teenager
209;3;42;29;7;Funghi;Small;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
1865;3;208;17;35;Magherita;Small;0;Chef 2;Friday;11;Feedera SE;Munich District Three;Student
970;3;26;36;10;Magherita;Large;1;Delivery Guy 1 ;Sunday;13;Feedera SE;Munich District Three;Teenager
1247;3;163;10;28;Salami;Small;0;Chef 2;Wednesday;18;BestOrder Inc.;Munich District Three;Student
10;3;182;29;2;Calzone;Small;2;Phone Bill;Sunday;12;Feedera SE;Munich District Two;Student
635;3;128;53;9;Funghi;Small;0;Chef 2;Tuesday;14;Orderly SE;Munich District One;Adult
14;3;164;21;50;Salami;Small;1;Waiter;Friday;12;Deliver Now Holding;Munich District One;Teenager
1533;3;114;9;2;Salami;Large;2;Ingredients;Sunday;12;BestOrder Inc.;Munich District Four;Student
418;3;96;46;8;Speciale;Large;2;Delivery Guy 2;Friday;15;Feedera SE;Munich District Three;Student
1170;3;122;37;2;Salami;Large;1;Delivery Guy 1 ;Sunday;17;Orderly SE;Munich District One;Adult
799;3;27;17;25;Salami;Small;1;Chef 1;Friday;18;Deliveruu Inc.;Munich District Three;Teenager
1332;3;183;25;7;Funghi;Small;1;Waiter;Friday;18;Deliveruu Inc.;Munich District Two;Student
1681;3;203;9;7;Funghi;Small;1;Delivery Guy 1 ;Saturday;12;BestOrder Inc.;Munich District One;Teenager
914;3;167;5;60;Calzone;Small;1;Ingredients;Friday;14;Orderly SE;Munich District One;Student
519;3;180;5;7;Funghi;Large;1;Chef 1;Friday;13;Deliver Now Holding;Munich District Five;Student
1737;3;121;11;5;Speciale;Medium;1;Chef 1;Tuesday;19;BestOrder Inc.;Munich District One;Adult
1336;3;43;36;8;Funghi;Large;0;Waiter;Sunday;12;Deliver Now Holding;Munich District Two;Student
464;3;152;21;35;Salami;Small;1;Chef 2;Monday;21;Feedera SE;Munich District One;Teenager
1618;3;219;11;16;Speciale;Medium;0;Chef 2;Saturday;12;Feedera SE;Munich District One;Student
752;3;19;22;10;Salami;Medium;0;Phone Bill;Friday;12;Feedera SE;Munich District One;Teenager
1649;3;139;16;10;Magherita;Small;3;Waiter;Friday;17;Orderly SE;Munich District One;Adult
1497;3;56;6;8;Calzone;Small;0;Delivery Scooters ;Friday;21;Feedera SE;Munich District Two;Adult
1493;3;84;5;1;Funghi;Medium;0;Chef 2;Sunday;18;Feedera SE;Munich District Three;Adult
765;3;183;9;2;Magherita;Medium;4;Chef 1;Sunday;14;Deliveruu Inc.;Munich District Four;Student
1564;3;202;8;22;Funghi;Medium;0;Chef 2;Friday;17;Deliver Now Holding;Munich District Three;Adult
854;3;14;10;13;Salami;Medium;0;Chef 1;Saturday;21;Feedera SE;Munich District Four;Teenager
1752;3;247;8;13;Funghi;Medium;5;Delivery Guy 2;Saturday;14;Feedera SE;Munich District One;Student
257;3;87;6;2;Salami;Small;0;Chef 1;Saturday;20;Feedera SE;Munich District Two;Student
1062;3;144;36;4;Calzone;Small;2;Waiter;Saturday;14;BestOrder Inc.;Munich District One;Student
1625;3;117;10;5;Funghi;Large;3;Chef 1;Sunday;17;BestOrder Inc.;Munich District One;Student
1998;3;48;29;56;Calzone;Medium;1;Delivery Guy 2;Sunday;18;BestOrder Inc.;Munich District One;Student
1046;3;52;11;8;Calzone;Small;0;Ingredients;Friday;19;TownExpress Inc. ;Munich District Two;Student
76;3;62;10;9;Salami;Large;2;Chef 2;Friday;12;Feedera SE;Munich District One;Student
1139;3;207;17;10;Calzone;Small;0;Phone Bill;Sunday;12;Deliver Now Holding;Munich District Four;Adult
238;3;73;19;10;Calzone;Large;0;Chef 1;Friday;17;Deliver Now Holding;Munich District One;Student
1762;3;4;11;2;Funghi;Small;4;Waiter;Sunday;21;Deliver Now Holding;Munich District One;Student
1480;3;208;23;39;Funghi;Medium;0;Ingredients;Saturday;11;BestOrder Inc.;Munich District Five;Senior
939;3;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
1933;3;199;36;51;Funghi;Small;0;Chef 1;Wednesday;12;Feedera SE;Munich District Three;Student
1540;3;163;22;16;Funghi;Medium;5;Chef 1;Sunday;13;Deliver Now Holding;Munich District One;Student
391;3;235;29;11;Magherita;Medium;3;Chef 2;Friday;14;BestOrder Inc.;Munich District One;Adult
63;3;274;37;39;Salami;Medium;0;Ingredients;Sunday;19;Feedera SE;Munich District One;Teenager
414;3;164;36;37;Funghi;Large;1;Ingredients;Friday;12;BestOrder Inc.;Munich District Two;Adult
1089;3;216;60;2;Salami;Large;3;Delivery Guy 1 ;Friday;12;Deliver Now Holding;Munich District Two;Student
1137;3;27;18;2;Funghi;Small;5;Delivery Guy 1 ;Sunday;19;Feedera SE;Munich District One;Teenager
1476;3;49;23;5;Salami;Small;0;Chef 2;Friday;18;BestOrder Inc.;Munich District One;Senior
598;3;200;35;2;Paprika;Large;0;Waiter;Saturday;13;BestOrder Inc.;Munich District One;Student
1907;3;253;47;3;Magherita;Large;4;Delivery Guy 1 ;Sunday;18;Deliver Now Holding;Munich District Four;Student
840;3;69;36;5;Funghi;Medium;1;Chef 2;Wednesday;13;Feedera SE;Munich District Five;Student
716;3;183;8;11;Magherita;Large;4;Chef 1;Thursday;12;Feedera SE;Munich District One;Teenager
303;3;126;36;8;Magherita;Small;1;Chef 2;Friday;12;BestOrder Inc.;Munich District Two;Student
569;3;109;33;4;Salami;Large;0;Chef 2;Saturday;17;Deliveruu Inc.;Munich District One;Student
953;3;201;10;3;Magherita;Medium;0;Delivery Guy 1 ;Sunday;18;Deliver Now Holding;Munich District One;Student
502;3;210;10;2;Magherita;Small;2;Phone Bill;Saturday;12;Deliveruu Inc.;Munich District Five;Teenager
1133;3;25;10;31;Magherita;Medium;4;Chef 2;Sunday;21;Feedera SE;Munich District Two;Student
737;3;14;6;10;Paprika;Small;0;Chef 2;Sunday;19;BestOrder Inc.;Munich District Five;Student
907;3;208;21;2;Salami;Medium;2;Chef 1;Friday;18;Feedera SE;Munich District One;Teenager
833;3;85;52;11;Calzone;Small;1;Chef 2;Wednesday;21;Feedera SE;Munich District Two;Teenager
748;3;293;13;13;Funghi;Medium;0;Delivery Scooters ;Thursday;12;Deliver Now Holding;Munich District Three;Adult
1448;3;173;36;34;Magherita;Medium;0;Phone Bill;Wednesday;18;BestOrder Inc.;Munich District One;Student
1094;3;111;21;11;Salami;Large;1;Delivery Scooters ;Sunday;13;Deliver Now Holding;Munich District One;Student
968;3;104;33;8;Salami;Large;5;Ingredients;Friday;18;Deliver Now Holding;Munich District One;Student
1893;3;73;43;47;Calzone;Small;0;Chef 2;Monday;14;BestOrder Inc.;Munich District Four;Adult
533;3;79;6;5;Magherita;Small;4;Phone Bill;Saturday;13;TownExpress Inc. ;Munich District One;Teenager
18;3;3;21;10;Salami;Small;0;Delivery Guy 2;Friday;12;Deliver Now Holding;Munich District Three;Student
621;3;2;35;11;Funghi;Small;1;Ingredients;Friday;13;Deliver Now Holding;Munich District Five;Student
767;3;137;5;5;Speciale;Medium;1;Delivery Scooters ;Monday;14;Deliveruu Inc.;Munich District Four;Adult
442;3;20;11;7;Funghi;Large;2;Chef 1;Tuesday;13;Feedera SE;Munich District One;Teenager
1996;3;23;11;4;Salami;Large;4;Waiter;Saturday;12;Deliveruu Inc.;Munich District Three;Teenager
1959;3;249;11;12;Magherita;Small;2;Delivery Scooters ;Monday;12;Feedera SE;Munich District Four;Student
26;3;238;28;50;Funghi;Small;2;Chef 1;Thursday;18;Heropizza Lmtd.;Munich District Three;Teenager
1131;3;220;25;7;Paprika;Small;2;Ingredients;Thursday;12;Heropizza Lmtd.;Munich District Three;Student
1513;3;220;49;7;Funghi;Small;0;Phone Bill;Friday;18;Deliver Now Holding;Munich District Four;Student
1757;3;28;10;10;Magherita;Large;2;Chef 2;Sunday;18;BestOrder Inc.;Munich District Two;Adult
1697;3;72;35;2;Magherita;Small;0;Chef 2;Saturday;21;Feedera SE;Munich District Three;Student
52;3;297;17;10;Salami;Medium;0;Chef 1;Saturday;21;Deliver Now Holding;Munich District Five;Student
1030;3;142;5;10;Paprika;Large;0;Ingredients;Wednesday;14;Feedera SE;Munich District Three;Student
523;3;295;12;30;Funghi;Small;1;Delivery Scooters ;Sunday;13;Feedera SE;Munich District One;Student
1372;3;159;18;8;Magherita;Medium;0;Delivery Guy 1 ;Sunday;14;BestOrder Inc.;Munich District Three;Adult
1275;3;209;17;9;Magherita;Large;1;Chef 1;Sunday;12;Feedera SE;Munich District One;Student
772;3;84;29;7;Magherita;Medium;0;Delivery Guy 2;Friday;10;TownExpress Inc. ;Munich District One;Student
701;3;280;20;28;Paprika;Small;3;Chef 2;Friday;19;Deliver Now Holding;Munich District Three;Student
768;3;217;36;16;Calzone;Large;0;Phone Bill;Wednesday;12;Deliveruu Inc.;Munich District One;Student
545;3;232;9;7;Magherita;Medium;0;Phone Bill;Friday;19;Deliveruu Inc.;Munich District One;Teenager
964;3;70;10;7;Magherita;Medium;2;Phone Bill;Friday;11;Orderly SE;Munich District Four;Student
845;3;244;21;8;Salami;Large;2;Delivery Guy 2;Saturday;13;Deliver Now Holding;Munich District Three;Student
1329;3;20;10;7;Salami;Small;2;Phone Bill;Sunday;12;Feedera SE;Munich District Two;Adult
744;3;210;17;28;Salami;Medium;1;Chef 2;Sunday;14;BestOrder Inc.;Munich District Two;Teenager
855;3;50;21;5;Salami;Small;1;Chef 2;Friday;11;Deliver Now Holding;Munich District Two;Student
549;3;119;29;7;Salami;Medium;0;Chef 2;Saturday;19;Deliveruu Inc.;Munich District Four;Student
1291;3;199;29;2;Magherita;Large;4;Delivery Guy 2;Sunday;20;Feedera SE;Munich District One;Student
1813;3;281;5;3;Veggie;Small;0;Delivery Scooters ;Thursday;21;Deliveruu Inc.;Munich District One;Student
1053;3;72;28;3;Salami;Medium;1;Chef 2;Friday;13;Feedera SE;Munich District Three;Student
1584;3;215;5;25;Paprika;Small;1;Delivery Guy 2;Saturday;14;Deliver Now Holding;Munich District One;Student
930;3;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
1504;3;232;12;35;Salami;Small;0;Ingredients;Sunday;12;Deliver Now Holding;Munich District Three;Teenager
823;3;19;46;2;Salami;Medium;5;Waiter;Sunday;13;Feedera SE;Munich District Three;Adult
784;3;269;21;11;Magherita;Large;2;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Student
712;3;197;12;2;Salami;Small;0;Waiter;Thursday;13;BestOrder Inc.;Munich District Four;Teenager
807;3;257;24;4;Veggie;Large;0;Chef 2;Wednesday;18;Deliver Now Holding;Munich District Two;Adult
53;3;259;10;13;Funghi;Medium;0;Chef 2;Sunday;14;BestOrder Inc.;Munich District Two;Adult
288;3;93;11;25;Salami;Large;0;Chef 2;Friday;21;Heropizza Lmtd.;Munich District One;Adult
762;3;144;47;51;Calzone;Medium;2;Chef 1;Sunday;12;BestOrder Inc.;Munich District Two;Student
1799;3;273;32;10;Salami;Small;3;Ingredients;Thursday;18;BestOrder Inc.;Munich District One;Student
1487;3;24;10;9;Funghi;Medium;1;Ingredients;Friday;18;Orderly SE;Munich District One;Student
1083;3;22;6;3;Paprika;Medium;2;Waiter;Saturday;14;Deliver Now Holding;Munich District One;Student
22;3;222;11;20;Magherita;Small;1;Ingredients;Friday;17;Feedera SE;Munich District One;Student
538;3;181;28;16;Speciale;Medium;0;Ingredients;Sunday;20;Feedera SE;Munich District One;Student
991;3;181;10;4;Calzone;Large;0;Delivery Scooters ;Sunday;18;Feedera SE;Munich District One;Teenager
1019;3;241;5;11;Salami;Medium;3;Delivery Scooters ;Friday;18;BestOrder Inc.;Munich District Five;Student
406;3;215;32;3;Salami;Medium;0;Phone Bill;Sunday;19;BestOrder Inc.;Munich District One;Student
41;3;208;36;5;Magherita;Small;2;Delivery Scooters ;Friday;18;Deliver Now Holding;Munich District One;Student
1748;3;77;29;38;Salami;Small;0;Chef 1;Sunday;19;Feedera SE;Munich District Two;Senior
595;3;128;29;7;Funghi;Medium;1;Phone Bill;Sunday;16;BestOrder Inc.;Munich District Two;Student
647;3;35;10;1;Funghi;Medium;5;Delivery Scooters ;Friday;21;Feedera SE;Munich District One;Student
1520;3;67;10;10;Salami;Medium;1;Chef 2;Saturday;17;Deliveruu Inc.;Munich District One;Adult
1969;3;87;60;16;Speciale;Small;0;Ingredients;Sunday;12;TownExpress Inc. ;Munich District Three;Student
1729;3;234;17;50;Salami;Small;4;Chef 2;Sunday;12;Orderly SE;Munich District Three;Student
1501;3;292;10;29;Magherita;Small;1;Chef 2;Saturday;12;TownExpress Inc. ;Munich District Four;Student
195;3;239;15;16;Funghi;Small;1;Ingredients;Sunday;12;BestOrder Inc.;Munich District Four;Student
1153;3;270;8;5;Paprika;Large;0;Chef 1;Friday;12;BestOrder Inc.;Munich District One;Student
510;3;42;8;9;Salami;Medium;1;Chef 1;Friday;18;Orderly SE;Munich District One;Adult
582;3;53;34;5;Veggie;Medium;0;Phone Bill;Saturday;20;Deliver Now Holding;Munich District One;Adult
1027;3;63;36;7;Salami;Small;0;Delivery Guy 1 ;Wednesday;10;BestOrder Inc.;Munich District One;Student
111;3;245;11;5;Speciale;Large;0;Chef 1;Friday;11;Feedera SE;Munich District One;Adult
160;3;260;36;2;Calzone;Large;1;Ingredients;Saturday;12;TownExpress Inc. ;Munich District One;Student
1833;3;50;54;10;Funghi;Large;0;Ingredients;Saturday;18;Deliveruu Inc.;Munich District One;Student
1456;3;5;29;12;Salami;Small;2;Ingredients;Friday;13;Orderly SE;Munich District Five;Teenager
174;3;157;5;50;Funghi;Large;1;Delivery Scooters ;Friday;19;BestOrder Inc.;Munich District One;Student
1201;3;293;28;7;Paprika;Small;1;Delivery Guy 2;Tuesday;14;Feedera SE;Munich District Five;Student
1097;3;268;54;7;Speciale;Small;1;Delivery Scooters ;Thursday;12;TownExpress Inc. ;Munich District Two;Student
1059;3;92;9;11;Salami;Small;2;Chef 1;Saturday;12;Feedera SE;Munich District One;Student
1768;3;93;9;15;Calzone;Small;2;Chef 2;Saturday;13;Deliver Now Holding;Munich District One;Student
1585;3;215;9;7;Salami;Large;0;Delivery Guy 1 ;Friday;11;Deliver Now Holding;Munich District Three;Student
282;3;30;43;46;Funghi;Small;1;Phone Bill;Saturday;14;Deliver Now Holding;Munich District One;Student
377;3;126;56;10;Funghi;Small;1;Delivery Guy 2;Friday;12;BestOrder Inc.;Munich District Two;Teenager
1984;3;128;37;11;Salami;Medium;1;Ingredients;Wednesday;19;Orderly SE;Munich District One;Senior
1037;3;38;28;16;Salami;Large;2;Phone Bill;Sunday;18;Feedera SE;Munich District Two;Adult
405;3;222;10;7;Paprika;Large;0;Chef 1;Friday;18;Deliver Now Holding;Munich District Two;Student
254;3;45;17;4;Funghi;Small;1;Ingredients;Tuesday;19;Feedera SE;Munich District One;Senior
1243;3;219;22;33;Paprika;Large;4;Delivery Guy 1 ;Friday;18;BestOrder Inc.;Munich District One;Student
457;3;227;39;44;Salami;Medium;4;Chef 2;Sunday;19;TownExpress Inc. ;Munich District One;Adult
1877;3;127;30;2;Calzone;Large;5;Delivery Scooters ;Wednesday;11;Feedera SE;Munich District One;Adult
364;3;232;21;1;Salami;Medium;5;Waiter;Friday;14;Orderly SE;Munich District One;Student
736;3;196;6;10;Funghi;Large;4;Ingredients;Friday;19;Feedera SE;Munich District Three;Student
1300;3;49;43;5;Funghi;Medium;1;Ingredients;Monday;18;BestOrder Inc.;Munich District One;Student
786;3;274;19;8;Funghi;Medium;0;Delivery Scooters ;Wednesday;12;Orderly SE;Munich District Two;Teenager
1296;3;126;35;13;Salami;Small;1;Chef 2;Thursday;18;Deliver Now Holding;Munich District Three;Student
211;3;292;28;11;Calzone;Large;0;Delivery Guy 1 ;Thursday;12;BestOrder Inc.;Munich District Four;Student
1222;3;97;21;7;Funghi;Small;0;Delivery Scooters ;Sunday;18;Orderly SE;Munich District One;Student
1961;3;160;29;10;Magherita;Medium;1;Delivery Guy 1 ;Sunday;20;Orderly SE;Munich District One;Teenager
1234;3;204;32;29;Salami;Small;1;Delivery Guy 1 ;Wednesday;12;BestOrder Inc.;Munich District Two;Student
1761;3;18;49;16;Funghi;Small;5;Chef 1;Sunday;19;Feedera SE;Munich District Three;Student
1631;3;53;31;9;Funghi;Medium;1;Delivery Guy 2;Saturday;13;Feedera SE;Munich District One;Teenager
1093;3;222;49;17;Salami;Large;4;Chef 2;Saturday;13;TownExpress Inc. ;Munich District One;Student
1095;3;274;33;11;Salami;Medium;0;Chef 1;Friday;14;BestOrder Inc.;Munich District One;Teenager
1642;3;74;21;9;Salami;Medium;3;Chef 2;Sunday;17;Deliver Now Holding;Munich District One;Student
865;3;243;4;31;Funghi;Large;0;Delivery Guy 2;Friday;21;Deliver Now Holding;Munich District Four;Senior
960;3;186;25;38;Magherita;Medium;2;Waiter;Saturday;13;Feedera SE;Munich District Three;Student
1441;3;233;47;43;Veggie;Small;0;Waiter;Friday;18;Feedera SE;Munich District Three;Student
586;3;130;39;11;Magherita;Small;3;Delivery Guy 2;Tuesday;13;Feedera SE;Munich District One;Student
1040;3;164;10;30;Calzone;Small;0;Chef 1;Sunday;18;Feedera SE;Munich District Four;Student
1831;3;208;46;8;Salami;Medium;0;Chef 2;Friday;12;Deliver Now Holding;Munich District One;Student
555;3;164;10;10;Speciale;Large;5;Phone Bill;Monday;11;Feedera SE;Munich District Three;Senior
1539;3;242;29;9;Funghi;Large;1;Chef 1;Sunday;15;Deliveruu Inc.;Munich District One;Student
1211;3;254;21;46;Veggie;Large;0;Waiter;Wednesday;21;Deliver Now Holding;Munich District Five;Senior
1733;3;105;21;30;Salami;Medium;3;Delivery Guy 1 ;Sunday;13;Deliver Now Holding;Munich District One;Teenager
1248;3;280;16;8;Calzone;Small;0;Chef 2;Sunday;18;BestOrder Inc.;Munich District One;Adult
1207;3;158;21;2;Salami;Large;2;Delivery Scooters ;Sunday;10;Heropizza Lmtd.;Munich District Three;Student
184;3;4;38;39;Funghi;Medium;2;Phone Bill;Saturday;18;Feedera SE;Munich District Two;Student
1897;3;183;10;43;Funghi;Small;1;Chef 2;Saturday;18;Feedera SE;Munich District Two;Student
813;3;224;10;11;Calzone;Small;1;Delivery Scooters ;Sunday;20;TownExpress Inc. ;Munich District One;Senior
1855;3;193;36;47;Salami;Small;0;Waiter;Friday;13;Deliver Now Holding;Munich District One;Teenager
164;3;152;32;12;Salami;Large;0;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
1692;4;112;9;15;Speciale;Large;0;Waiter;Saturday;11;Deliver Now Holding;Munich District One;Student
1274;4;74;29;2;Salami;Large;1;Chef 1;Saturday;13;Feedera SE;Munich District One;Adult
1552;4;261;33;16;Funghi;Medium;2;Delivery Scooters ;Saturday;13;TownExpress Inc. ;Munich District One;Teenager
1866;4;152;54;47;Funghi;Large;0;Chef 1;Sunday;13;Orderly SE;Munich District One;Senior
1056;4;71;9;10;Speciale;Small;0;Chef 2;Friday;18;Deliveruu Inc.;Munich District One;Student
139;4;123;18;11;Magherita;Medium;0;Waiter;Friday;18;Feedera SE;Munich District One;Adult
1917;4;15;36;44;Magherita;Small;2;Chef 2;Friday;18;Feedera SE;Munich District One;Adult
